carport_type,carport_type_name,panel_length_mm,panel_width_mm,panel_power_w,area_length_mm,number_row,delivery_area,delivery_artic_cost_gbp,total_power_kw,total_weight_kg,total_cost_gbp
3,DuoMono,3500,2500,500,40000,6,Perth,1500,48,17842.87335,49119.85337499999
3,DuoMono,2000,900,200,20000,6,Magor - Enniskillen,1450,24,8812.545450000001,25923.07362499999
3,DuoMono,2333,900,250,10000,6,Blackpool,710,15,5312.16062,15417.031549999996
2,SingleMonoDecline,3000,1000,300,50000,3,Wakefield,687,41.4,10780.8289,31030.902250000003
3,DuoMono,3500,2000,1000,150000,6,Croydon,765,432,60492.015349999994,163964.148375
4,GullWing,3500,1750,200,200000,6,Cardiff,395,130.8,73215.99006000001,198093.44514999996
4,GullWing,1750,750,400,75000,6,Bath,499,216,23618.97812,68069.19529999999
4,GullWing,1500,1000,400,20000,6,Ipswich,761,45.6,7137.207599999999,21011.128999999986
4,GullWing,2000,2500,900,10000,6,Southampton,585,21.6,4330.66136,12473.483399999997
1,SingleMonoIncline,2500,1000,250,150000,3,Oxford,530,104.25,29595.353959999997,84931.1349
3,DuoMono,4000,1500,1200,15000,6,Liverpool,594,64.8,8938.68565,24713.62412499999
1,SingleMonoIncline,2500,1500,250,29000,3,Wigan,628,13.5,6349.09366,18634.284150000003
1,SingleMonoIncline,1500,750,400,29000,3,Motherwell,1300,42,5963.07026,18858.025649999996
3,DuoMono,2333,1500,500,250000,6,Kilmarnock,1100,474,89517.07711000001,247452.24277500002
1,SingleMonoIncline,1500,1750,200,200000,3,Guildford,660,65.4,31804.33428,91022.82570000002
4,GullWing,3000,1250,600,75000,6,Shrewsbury,493,201.6,27809.38832,76466.02080000001
2,SingleMonoDecline,3500,2000,1000,10000,3,Redhill,767,15,3014.47148,9227.368699999999
3,DuoMono,4000,2500,250,60000,6,Bristol,430,34.5,25537.063899999997,68548.00975
3,DuoMono,4000,900,900,75000,6,Harrogate,744,415.8,42276.818600000006,115866.75650000005
4,GullWing,2000,750,400,200000,6,Bath,499,578.4,66275.06842,188787.74105
3,DuoMono,1750,2000,400,29000,6,Southampton,585,33.6,10628.8002,29640.990499999996
2,SingleMonoDecline,3000,1250,450,250000,3,Motherwell,1300,253.8,49908.903080000004,143301.24769999995
3,DuoMono,3000,1134,1200,150000,6,Magor - Sligo,1750,892.8,65562.48898,184149.01244999995
2,SingleMonoDecline,1500,1500,700,50000,3,Walsall,530,67.2,9211.92644,26933.126099999994
1,SingleMonoIncline,4000,750,300,60000,3,Hemel Hempstead,697,64.8,15314.350040000001,43572.185099999995
3,DuoMono,1750,750,1000,15000,6,Magor - Portlaoise,1550,108,7361.49445,22273.846124999993
4,GullWing,2333,1500,400,150000,6,Wigan,628,228,46509.25212,129084.56030000003
3,DuoMono,1750,750,800,20000,6,Magor - Newry,1395,115.2,8835.40225,26168.41562499999
4,GullWing,4000,1250,200,250000,6,Watford,768,225.6,106989.60272000001,291263.5167999999
2,SingleMonoDecline,1500,1750,1200,20000,3,Ipswich,761,39.6,4065.311620000001,12437.949050000001
3,DuoMono,1750,900,250,100000,6,London SW,761,153,36466.87195,103319.96987499998
2,SingleMonoDecline,3500,1250,450,15000,3,Huddersfield,695,14.85,4482.262919999999,13414.327299999999
2,SingleMonoDecline,1500,1000,800,9000,3,Edinburgh,1300,19.2,2280.7329799999998,8017.222449999999
4,GullWing,2000,1750,300,15000,6,Reading,530,14.4,5271.10608,15012.795199999999
4,GullWing,3000,1000,300,40000,6,Colchester,726,66.6,17157.83728,47555.38320000001
2,SingleMonoDecline,3500,900,300,150000,3,Redhill,767,137.7,33262.214420000004,94590.80605000003
3,DuoMono,2333,1250,450,20000,6,Leeds,686,40.5,8931.69411,25152.945274999995
2,SingleMonoDecline,2500,1750,300,75000,3,London West Central,756,36.9,14665.853119999998,41881.70279999999
3,DuoMono,3000,750,500,20000,6,Magor - Newry,1395,72,11231.80225,32159.41562499999
3,DuoMono,2333,2500,600,29000,6,Magor - Waterford,1750,39.6,11164.356759999999,31962.481900000006
2,SingleMonoDecline,2000,1134,450,9000,3,Lancaster,769,9.45,2406.3054999999995,7769.75375
1,SingleMonoIncline,1750,1134,700,9000,3,Oldham,642,14.7,2327.7504999999996,7446.36625
3,DuoMono,2333,750,400,150000,6,Preston,670,434.4,65131.439560000006,182216.98889999997
4,GullWing,2500,750,500,75000,6,Stevenage,728,270,28820.438119999995,81530.84530000003
1,SingleMonoIncline,4000,1500,400,75000,3,Guildford,660,56.4,16539.91928,46246.188200000004
3,DuoMono,1500,900,600,300000,6,Aberdeen,1645,1101.6,101511.17915000003,292434.2178750001
1,SingleMonoIncline,1500,1250,400,10000,3,Kirkcaldy,1200,9.6,2483.7858799999995,8424.8547
2,SingleMonoDecline,4000,1750,600,150000,3,Wakefield,687,147.6,32651.870359999997,91153.62589999998
4,GullWing,2000,1750,450,100000,6,Tonbridge,760,148.5,28123.101019999995,78590.06255000003
4,GullWing,4000,1500,800,29000,6,Derby,630,86.4,13597.98428,36971.2707
4,GullWing,3500,1500,200,9000,6,Magor - Kilkenny,1650,7.2,6015.5578,17872.3245
2,SingleMonoDecline,1500,1250,200,20000,3,Sunderland,929,9,4122.54082,12870.622049999996
1,SingleMonoIncline,2500,1250,700,300000,3,Slough,610,474.6,56173.792440000005,160286.99110000004
4,GullWing,2500,900,900,50000,6,Guildford,660,275.4,19716.197320000003,55829.76329999999
3,DuoMono,1750,1134,450,75000,6,Magor - Kilkenny,1650,167.4,27346.61684,78697.25210000001
2,SingleMonoDecline,2000,1750,450,60000,3,Falkirk,1290,44.55,10867.847839999999,31863.3296
4,GullWing,2333,2500,800,10000,6,Sheffield,634,19.2,4678.79288,13392.812199999998
2,SingleMonoDecline,3500,750,1200,29000,3,Derby,630,126,7878.87026,22977.52565
2,SingleMonoDecline,2000,2500,1200,150000,3,Galashiels,1200,208.8,25012.46042,71944.42105000002
1,SingleMonoIncline,1500,1134,450,50000,3,Truro,860,55.35,8728.92206,25922.135150000002
3,DuoMono,1500,1250,600,100000,6,Magor - Galway,1750,270,32493.479649999997,92961.88912499999
4,GullWing,3000,750,300,250000,6,Plymouth,582,541.8,104218.51882,290090.2070499999
3,DuoMono,1750,1250,600,40000,6,Slough,610,108,14987.238750000002,41941.966875
1,SingleMonoIncline,2500,2500,300,10000,3,Kingston Upon Thames,754,3.6,2672.68668,8329.506700000002
4,GullWing,2000,1250,200,29000,6,Luton,718,26.4,9619.908080000001,27357.28019999999
4,GullWing,2333,2500,300,15000,6,Bolton,644,10.8,6928.55732,19582.103299999995
1,SingleMonoIncline,3500,750,250,9000,3,Salisbury,493,8.25,3104.72238,9361.39595
1,SingleMonoIncline,1500,1134,450,29000,3,Norwich,839,32.4,5768.004699999999,17574.961749999995
2,SingleMonoDecline,2500,1750,800,10000,3,Wakefield,687,12,2562.8235799999998,8018.24895
4,GullWing,2000,2500,250,60000,6,Inverness,1700,34.5,16134.7836,45553.82899999999
2,SingleMonoDecline,4000,1000,600,29000,3,Manchester,621,48.6,7982.72686,22984.96715
3,DuoMono,2500,750,450,40000,6,Northampton,582,129.6,19270.090949999998,54297.49737499999
3,DuoMono,1500,1500,300,10000,6,Bournemouth,760,10.8,4135.1427,12281.286749999997
1,SingleMonoIncline,2500,750,200,150000,3,Watford,768,108.6,30879.500559999997,89894.3014
4,GullWing,1500,1134,250,29000,6,Walsall,530,36,8549.00132,24613.613299999986
1,SingleMonoIncline,1500,1134,800,100000,3,Canterbury,769,196.8,16753.81298,48768.082450000016
2,SingleMonoDecline,2500,1750,1000,200000,3,Tonbridge,760,327,35881.03427999999,101414.57570000002
2,SingleMonoDecline,3500,900,300,15000,3,Magor - Portlaoise,1550,13.5,4657.56712,14829.187799999998
2,SingleMonoDecline,3000,1000,1000,10000,3,Magor - Waterford,1750,27,2944.87068,10157.966699999999
2,SingleMonoDecline,2333,900,500,200000,3,London East Central,751,306,37965.38574,110246.45435
1,SingleMonoIncline,2333,1000,300,20000,3,Hemel Hempstead,697,17.1,4770.3027,14379.626749999996
1,SingleMonoIncline,3500,1134,500,200000,3,Motherwell,1300,247.5,43223.85112,124261.09780000003
2,SingleMonoDecline,1500,1750,400,60000,3,Magor - Ballymena,1395,39.6,10211.20784,30326.7296
3,DuoMono,2500,2500,450,250000,6,Sheffield,634,261.9,85672.45550000001,232208.96874999994
3,DuoMono,1750,2500,450,40000,6,Harrow,751,43.2,14064.55335,38925.05337499999
4,GullWing,4000,2000,500,200000,6,Hull,753,288,77217.83396,209097.6549
3,DuoMono,1750,1500,1000,9000,6,Gloucester,465,36,4316.0127,12438.461749999999
3,DuoMono,3500,2000,900,60000,6,Magor - Limerick,1750,156.6,25376.136499999997,71150.49125
1,SingleMonoIncline,4000,2000,400,200000,3,Dorchester,560,115.2,41442.25978,115082.43945
2,SingleMonoDecline,3500,1500,700,75000,3,Bolton,644,98.7,15715.54928,44169.26320000001
2,SingleMonoDecline,3500,1250,250,50000,3,Magor - Galway,1750,28.5,11957.205240000001,35198.7231
3,DuoMono,4000,1000,450,150000,6,Hemel Hempstead,697,375.3,78697.70850000001,214384.06124999994
2,SingleMonoDecline,3500,1500,800,200000,3,Bradford,734,304.8,41651.98331999999,117478.22830000003
4,GullWing,3500,1750,200,10000,6,Llandrindod Wells,465,6,5826.563099999999,16154.037749999998
2,SingleMonoDecline,3000,750,600,15000,3,Blackburn,693,32.4,4558.9344200000005,13816.80605
3,DuoMono,4000,1500,600,50000,6,Dumfries,1200,115.2,25431.8469,70372.16725
4,GullWing,2333,1134,1000,9000,6,Sutton,759,42,4721.1314999999995,13806.058749999997
3,DuoMono,3500,900,600,9000,6,Magor - Wexford,1750,32.4,5976.3669,18056.74725
3,DuoMono,2500,2500,600,200000,6,Cleveland,832,280.8,69222.08350000001,188457.51875
2,SingleMonoDecline,2000,1750,200,100000,3,Cleveland,832,33,18032.1288,52445.151999999995
4,GullWing,1500,1750,400,100000,6,York,754,132,24889.94102,70495.16255000001
3,DuoMono,3500,1134,450,250000,6,Thurso,1800,556.2,115847.87422000003,323704.71555000014
3,DuoMono,3500,1750,200,29000,6,Blackpool,710,19.2,14015.471,38354.2675
1,SingleMonoIncline,4000,1750,200,300000,3,London SE,749,98.4,63547.54484,177392.57209999996
1,SingleMonoIncline,1750,750,1000,15000,3,Coventry,541,54,3825.43442,11831.056050000001
2,SingleMonoDecline,3500,1750,700,9000,3,Magor - Killarney,1950,10.5,2853.2835800000003,10007.398949999999
4,GullWing,2000,900,450,200000,6,Enfield,761,550.8,62996.20352,179388.9788
3,DuoMono,1750,1750,600,250000,6,Magor - Portlaoise,1550,493.2,80404.67899999999,226051.5274999999
1,SingleMonoIncline,2000,2500,500,200000,3,Cleveland,832,117,33902.33812,96076.51530000003
1,SingleMonoIncline,3500,900,200,15000,3,Luton,718,9,4657.56712,13997.187799999998
4,GullWing,3500,1500,300,300000,6,Cardiff,395,342,113124.86192,306613.38480000006
3,DuoMono,1500,2000,900,9000,6,Magor - Wexford,1750,21.6,3785.5319000000004,12275.659749999999
1,SingleMonoIncline,3500,750,500,40000,3,Truro,860,72,10384.633999999998,30274.214999999997
4,GullWing,2500,1000,250,200000,6,Wakefield,687,277.5,69111.86476,193226.93189999997
1,SingleMonoIncline,1500,2500,1200,60000,3,Dundee,1394,82.8,9911.15194,29271.589849999997
4,GullWing,4000,900,800,60000,6,Magor - Limerick,1750,292.8,29904.551160000003,84088.6479
3,DuoMono,2333,1000,700,250000,6,Wakefield,687,970.2,97750.77019000001,271096.87547500007
1,SingleMonoIncline,1750,1000,1200,29000,3,Magor - Wexford,1750,97.2,6041.29186,19260.37965
3,DuoMono,3000,1134,450,10000,6,Stockport,600,21.6,5633.13686,15987.87215
1,SingleMonoIncline,3000,750,900,9000,3,Magor - Dublin,1450,29.7,2923.8523800000003,9866.220950000003
1,SingleMonoIncline,3000,1250,800,300000,3,Bromley,764,542.4,59641.012440000006,169571.04110000003
4,GullWing,2000,1000,250,150000,6,Magor - Killarney,1950,208.5,46990.35312,136928.5128
3,DuoMono,2000,1500,500,300000,6,Swansea,571,570,102555.5671,281955.46774999995
3,DuoMono,1750,1500,1200,20000,6,Wigan,628,93.6,7993.07285,22626.792124999996
3,DuoMono,2333,2000,600,75000,6,Wolverhampton,530,129.6,26381.19893,72055.82732499999
4,GullWing,4000,1134,400,40000,6,Edinburgh,1300,79.2,20010.16626,56317.00565000001
2,SingleMonoDecline,2333,900,300,15000,3,Magor - Portlaoise,1550,13.5,4030.2806400000004,13260.971599999997
3,DuoMono,2500,2500,500,200000,6,Southall,741,234,69222.08350000001,188093.51875
1,SingleMonoIncline,3000,1750,450,20000,3,Magor - Ballymena,1395,14.85,4861.631619999999,15062.74905
2,SingleMonoDecline,2000,1134,800,300000,3,Paisley,1400,592.8,52525.12822,153156.65055000002
1,SingleMonoIncline,2000,2000,500,15000,3,Wolverhampton,530,10.5,3643.2087200000005,11030.091799999997
3,DuoMono,1750,2500,450,20000,6,Paisley,1400,21.6,7578.73585,22058.949624999994
2,SingleMonoDecline,2000,2500,800,20000,3,Slough,610,19.2,4304.56222,12793.875549999999
4,GullWing,2000,1500,200,60000,6,Magor - Galway,1750,45.6,18811.26096,55390.30239999999
1,SingleMonoIncline,2500,1750,600,9000,3,Dundee,1394,9,2562.8235799999998,8725.248950000001
4,GullWing,2500,1250,700,9000,6,County Waterford Ireland,1750,29.4,5002.697499999999,15500.973749999996
1,SingleMonoIncline,2000,1134,200,250000,3,Sheffield,634,123.6,44545.602040000005,128442.19510000001
4,GullWing,3000,1134,250,300000,6,Magor - Limerick,1750,370.5,109112.08294000001,309098.75734999997
4,GullWing,2500,750,900,200000,6,Southend on Sea,690,1301.4,75345.20842000001,212917.09105000002
4,GullWing,1750,2000,1000,29000,6,Slough,610,84,8388.00548,23683.12369999999
1,SingleMonoIncline,1500,900,800,60000,3,Sutton,759,146.4,10671.70324,31693.168100000003
1,SingleMonoIncline,3500,1000,250,50000,3,Magor - Limerick,1750,34.5,11436.928899999999,33734.15225
1,SingleMonoIncline,3500,1000,1200,15000,3,Magor - Ballymena,1395,50.4,4700.06522,14750.033049999995
3,DuoMono,4000,1250,800,100000,6,Llandudno,854,360,48555.47965,132178.889125
1,SingleMonoIncline,1500,1750,900,100000,3,Magor - Ballymena,1395,148.5,16933.768799999998,49430.251999999986
1,SingleMonoIncline,2000,2500,900,250000,3,Magor - Newry,1395,261.9,41902.916280000005,120804.88070000002
2,SingleMonoDecline,1750,750,900,9000,3,Darlington,829,29.7,2471.6773799999996,8114.78345
3,DuoMono,3500,750,200,60000,6,Magor - Dublin,1450,86.4,32567.2237,91142.60925
2,SingleMonoDecline,4000,2500,1200,29000,3,Harrow,751,39.6,7140.400060000001,20522.750150000003
1,SingleMonoIncline,2333,1134,900,75000,3,Nottingham,641,167.4,15000.677039999999,43242.1626
4,GullWing,2000,750,450,9000,6,Coventry,541,29.7,4762.6912999999995,13935.158249999999
1,SingleMonoIncline,2333,2500,500,60000,3,Magor - Waterford,1750,34.5,10894.91274,32086.99185
4,GullWing,3500,2500,450,300000,6,Magor - Derry,1450,313.2,99866.81476000002,274470.78690000006
2,SingleMonoDecline,1500,1250,900,40000,3,Salisbury,493,81,7522.277599999999,22204.124
4,GullWing,1750,750,800,100000,6,Kingston Upon Thames,754,576,31387.403560000002,90690.81890000004
3,DuoMono,3000,1500,600,200000,6,Galashiels,1200,457.2,81000.2381,223554.10524999996
1,SingleMonoIncline,2000,1750,1200,9000,3,Blackburn,693,18,2417.5935799999997,7661.1739499999985
4,GullWing,4000,1134,200,10000,6,Peterborough,750,9.6,7048.971439999999,19677.458599999998
2,SingleMonoDecline,3500,1250,500,50000,3,Norwich,839,57,11957.205240000001,34287.7231
4,GullWing,1500,2500,450,50000,6,Magor - Ballymena,1395,51.3,12807.78296,36688.1274
1,SingleMonoIncline,2000,2000,700,250000,3,Magor - Newry,1395,252,41775.971939999996,120779.63985
2,SingleMonoDecline,2000,2500,300,20000,3,Sheffield,634,7.2,4304.56222,12817.875549999999
1,SingleMonoIncline,2333,2500,600,250000,3,Llandudno,854,174.6,43476.91516,123116.8779
2,SingleMonoDecline,4000,750,500,29000,3,Magor - Belfast,1350,52.5,8357.82026,24894.90065
4,GullWing,1500,900,200,75000,6,Torquay,560,92.4,22131.54292,64115.487300000015
4,GullWing,3000,2000,1000,200000,6,Taunton,456,576,65299.193960000004,177360.0549
1,SingleMonoIncline,2000,750,600,75000,3,Wigan,628,162,14357.48858,42065.31145000001
3,DuoMono,1750,1250,1000,29000,6,Bradford,734,132,11343.648399999998,32063.511000000006
3,DuoMono,2333,900,600,15000,6,Preston,670,54,7834.37721,22393.653024999992
4,GullWing,3000,750,1200,150000,6,Worcester,456,1303.2,64612.17802000001,179510.67505
3,DuoMono,2000,1750,250,40000,6,Portsmouth,582,33,15017.070750000003,41502.146875
3,DuoMono,2000,1500,400,29000,6,Peterborough,750,43.2,11335.4018,31815.6945
2,SingleMonoDecline,3000,1000,300,200000,3,Coventry,541,166.5,40745.78698,115989.85745
2,SingleMonoDecline,4000,1750,300,60000,3,Dartford,765,29.7,13494.407839999998,37904.7296
3,DuoMono,2000,1250,400,9000,6,Dundee,1394,16.8,4565.6756000000005,14052.418999999996
3,DuoMono,1750,1500,300,200000,6,Glasgow,1260,228.6,66245.0381,185706.10525
1,SingleMonoIncline,2500,1750,1000,15000,3,Magor - Limerick,1750,24,3902.1635200000005,12927.8788
2,SingleMonoDecline,2000,900,700,15000,3,Leicester,594,31.5,3851.25712,11857.412799999998
2,SingleMonoDecline,2500,2000,1000,60000,3,Truro,860,87,11396.70364,32633.869099999993
1,SingleMonoIncline,2500,2000,600,75000,3,Chelmsford,670,64.8,13822.65938,39128.63845
1,SingleMonoIncline,2333,1000,450,60000,3,Bristol,430,75.6,11965.61336,34446.94339999999
4,GullWing,1750,2500,200,9000,6,Harrow,751,3.6,3658.2412,10897.633
2,SingleMonoDecline,2333,2000,900,100000,3,Gloucester,465,129.6,17829.906220000004,50120.71555000001
1,SingleMonoIncline,4000,900,250,300000,3,Lincoln,689,229.5,69533.97770000002,196028.37425000005
2,SingleMonoDecline,3500,1750,900,10000,3,Harrogate,744,13.5,2853.2835800000003,8801.398949999999
2,SingleMonoDecline,3000,2500,700,200000,3,Southend on Sea,690,163.8,37725.41812,106040.21530000004
3,DuoMono,1500,1750,200,100000,6,Aberdeen,1645,66,32033.153,90792.1525
3,DuoMono,2000,1250,600,60000,6,Cardiff,395,162,22070.940399999996,61150.30099999999
4,GullWing,2000,2000,600,50000,6,Southend on Sea,690,86.4,15015.821919999998,41807.224799999996
4,GullWing,4000,1250,1000,10000,6,Shrewsbury,493,48,7151.970159999998,19677.9554
2,SingleMonoDecline,1750,750,700,60000,3,Leicester,594,151.2,11317.00004,33475.810099999995
2,SingleMonoDecline,3000,1500,250,10000,3,Redhill,767,4.5,2774.73338,8658.42345
3,DuoMono,4000,1000,250,60000,6,Salisbury,493,84,32219.9173,87387.54324999999
4,GullWing,3000,1000,600,250000,6,Southall,741,831.6,94927.96436,263561.8209
2,SingleMonoDecline,4000,900,300,100000,3,York,754,91.8,23795.946659999998,67720.41665000001
1,SingleMonoIncline,3500,750,1200,100000,3,Milton Keynes,582,432,23195.601059999997,66422.75265000001
4,GullWing,4000,1750,250,15000,6,Twickenham,742,12,7812.706079999998,21578.795199999997
2,SingleMonoDecline,3500,900,300,300000,3,London North,751,275.4,65642.0777,186546.62425000005
2,SingleMonoDecline,3500,1134,900,300000,3,Halifax,702,666.9,63149.44821999999,178325.45055
2,SingleMonoDecline,3500,1000,300,10000,3,Peterborough,750,8.1,3120.6706799999997,9597.466699999997
2,SingleMonoDecline,1750,750,900,250000,3,Kilmarnock,1100,812.7,44450.445739999996,132083.22435
3,DuoMono,2500,1134,900,15000,6,Swansea,571,64.8,7680.90409,21728.570224999992
4,GullWing,3500,1500,600,10000,6,Bromley,764,21.6,6015.5578,16986.3245
3,DuoMono,2000,750,800,150000,6,Worcester,456,868.8,60798.9178,170529.68449999997
2,SingleMonoDecline,2333,2000,700,75000,3,London West Central,756,75.6,13567.005019999999,38575.50255
1,SingleMonoIncline,3500,2000,300,200000,3,Aberdeen,1645,86.4,39474.31978,113417.58945
3,DuoMono,3000,2500,900,75000,6,Halifax,702,156.6,27949.749050000002,75895.60262500003
1,SingleMonoIncline,3000,1750,900,200000,3,Crewe,555,294.3,37919.38428,106655.45070000002
4,GullWing,3500,1750,300,75000,6,Worcester,456,73.8,30112.24922,81670.45305000001
3,DuoMono,2500,1134,300,29000,6,Liverpool,594,43.2,13145.538680000001,36549.83670000001
3,DuoMono,4000,750,600,75000,6,Kingston Upon Thames,754,324,43279.43345,118786.61362500001
4,GullWing,3000,2500,600,200000,6,Thurso,1800,280.8,63195.342319999996,176382.0258
1,SingleMonoIncline,3500,1500,800,60000,3,Brighton,765,91.2,13016.58684,36862.17709999999
1,SingleMonoIncline,3000,1500,700,250000,3,Shrewsbury,493,331.8,48055.61433999999,134927.94585000002
1,SingleMonoIncline,4000,900,1200,100000,3,Glasgow,1260,367.2,23795.946659999998,68732.41665000001
3,DuoMono,2500,1134,600,20000,6,Swindon,460,57.6,9144.12017,25518.810424999992
2,SingleMonoDecline,2500,750,400,300000,3,Crewe,555,433.2,59503.59070000001,172088.40675000005
1,SingleMonoIncline,1750,750,450,10000,3,Walsall,530,16.2,2591.75508,8146.3777
1,SingleMonoIncline,3500,750,450,9000,3,Swansea,571,14.85,3104.72238,9439.39595
4,GullWing,4000,750,400,50000,6,Southampton,585,144,28081.203160000005,77139.47790000001
1,SingleMonoIncline,3500,750,800,300000,3,Exeter,594,866.4,67940.79070000001,193337.40675000005
4,GullWing,2500,1250,1200,40000,6,Magor - Dublin,1450,216,14615.68188,41498.39470000001
4,GullWing,3500,1750,500,50000,6,Swindon,460,81,20521.21306,55983.10264999999
3,DuoMono,3000,2000,400,200000,6,Wolverhampton,530,230.4,75137.07435000001,203254.31587499994
